"SID","PMID","DOI","EID","Date","Title"
"0037341737","12571542","10.1067/msg.2003.022223","2-s2.0-0037341737","2003-03-01","Targeted molecular therapy for cancer: The application of STI571 to gastrointestinal stromal tumor"
"2142747025","15223958","10.1097/00000478-200407000-00007","2-s2.0-2142747025","2004-07-01","KIT-negative gastrointestinal stromal tumors: Proof of concept and therapeutic implications"
"14844317303","15742414","","2-s2.0-14844317303","2005-02-21","Analysis of CD117-negative gastrointestinal stromal tumors"
"0035122393","11206225","10.1245/aso.2001.8.1.50","2-s2.0-0035122393","2001-02-20","Malignant gastrointestinal stromal tumors of the small intestine: A review of 50 cases from a prospective database"
"7644242712","15326474","10.1038/sj.onc.1208056","2-s2.0-7644242712","2004-10-14","Gastrointestinal stromal tumors (GISTs) with KIT and PDGFRA mutations have distinct gene expression profiles"
"3042646931","15146165","10.1038/labinvest.3700122","2-s2.0-3042646931","2004-07-01","A great majority of GISTs with PDGFRA mutations represent gastric tumors of low or no malignant potential"
"2442551759","15131046","10.1158/1078-0432.CCR-03-0581","2-s2.0-2442551759","2004-05-01","Prognostic Significance of c-kit Mutation in Localized Gastrointestinal Stromal Tumors"
"20944443259","15781488","10.1093/annonc/mdi127","2-s2.0-20944443259","2005-04-01","Consensus meeting for the management of gastrointestinal stromal tumors. Report of the GIST Consensus Conference of 20-21 March 2004, under the auspices of ESMO"
"0034794797","11573047","10.1097/00000658-200110000-00013","2-s2.0-0034794797","2001-10-20","Results of hepatic resection for sarcoma metastatic to liver"
"2542462086","15161681","10.1158/1078-0432.CCR-03-0715","2-s2.0-2542462086","2004-05-15","Gene expression in gastrointestinal stromal tumors is distinguished by KIT genotype and anatomic site"
"0036303804","12094373","10.1053/hupa.2002.124124","2-s2.0-0036303804","2002-01-01","Biology and genetic aspects of gastrointestinal stromal tumors: KIT activation and cytogenetic alterations"
"0019365237","7459811","10.1002/1097-0142(19810101)47:1&lt;207::AID-CNCR2820470134&gt;3.0.CO;2-6","2-s2.0-0019365237","1981-01-01","Reporting results of cancer treatment"
"16644389881","15547201","","2-s2.0-16644389881","2004-12-01","CT evaluation of the response of gastrointestinal stromal tumors after imatinib mesylate treatment: A quantitative analysis correlated with FDG PET findings"
"13844294023","15690223","10.1007/s00259-004-1633-7","2-s2.0-13844294023","2005-02-01","The value of PET, CT and in-line PET/CT in patients with gastrointestinal stromal tumours: Long-term outcome of treatment with imatinib mesylate"
"12144291080","15010069","10.1016/j.ejca.2003.11.025","2-s2.0-12144291080","2004-03-01","Use of c-KIT/PDGFRA mutational analysis to predict the clinical response to imatinib in patients with advanced gastrointestinal stromal tumours entered on phase I and II studies of the EORTC Soft Tissue and Bone Sarcoma Group"
"0001686739","12204532","10.1016/S1535-6108(02)00096-X","2-s2.0-0001686739","2002-08-01","Multiple BCR-ABL kinase domain mutations confer polyclonal resistance to the tyrosine kinase inhibitor imatinib (STI571) in chronic phase and blast crisis chronic myeloid leukemia"
"33745098620","16731761","10.1158/1535-7163.MCT-03-0156","2-s2.0-33745098620","2006-05-01","Contribution of individual targets to the antitumor efficacy of the multitargeted receptor tyrosine kinase inhibitor SU11248"
"0041672482","12873999","","2-s2.0-0041672482","2003-07-15","SU11248 maintenance therapy prevents tumor regrowth after fractionated irradiation of murine tumor models"
"23444449497","15946581","","2-s2.0-23444449497","2005-07-01","Epidermal growth factor receptor inhibitors and their role in non-small-cell lung cancer"
"12344335787","15598929","10.1093/annonc/mdi002","2-s2.0-12344335787","2005-01-01","Renal cell carcinoma: Review of novel single-agent therapeutics and combination regimens"
"0034038518","10768596","","2-s2.0-0034038518","2000-04-26","Chemotherapy for renal cell carcinoma"
"0037260139","12568441","","2-s2.0-0037260139","2003-01-01","Cancer statistics, 2003"
"0042342564","12890838","10.1056/NEJMp030061","2-s2.0-0042342564","2003-07-31","The von Hippel-Lindau protein, vascular endothelial growth factor, and kidney cancer"
"0035035267","11307065","10.1097/00001622-200105000-00012","2-s2.0-0035035267","2001-05-23","Renal cell carcinoma"
"0032323152","9720519","10.1016/S0022-5347(01)62751-4","2-s2.0-0032323152","1998-01-01","Partial nephrectomy for renal cell carcinoma can achieve long-term tumor control"
"2142695181","14981107","10.1200/JCO.2004.06.155","2-s2.0-2142695181","2004-12-01","Interleukin-2- and interferon alfa-2a-based immunochemotherapy in advanced renal cell carcinoma: A prospectively randomized trial of the German Cooperative Renal Carcinoma Chemoimmunotherapy Group (DGCIN)"
"0033015616","10072628","","2-s2.0-0033015616","1999-03-11","Expression of Bcl-2, p53 oncoprotein, and proliferating cell nuclear antigen in renal cell carcinoma"
"0030856880","9412797","","2-s2.0-0030856880","1997-12-04","Value of Ki-67 immunolabelling as a prognostic factor in prostate cancer"
"0031748713","9610657","10.1002/(SICI)1096-9098(199805)68:1&lt;11::AID-JSO4&gt;3.0.CO;2-O","2-s2.0-0031748713","1998-05-01","Prognostic factors of renal cell carcinoma: A multivariate analysis"
"0026023508","2002422","10.1002/path.1711630107","2-s2.0-0026023508","1991-02-20","Nucleolar organizer regions and prognosis in renal cell carcinoma"
"4644259272","15448022","10.1158/1078-0432.CCR-sup-040027","2-s2.0-4644259272","2004-09-15","Tissue array-based predictions of pathobiology, prognosis, and response to treatment for renal cell carcinoma therapy"
"0035990421","12142560","10.1097/00002371-200207000-00009","2-s2.0-0035990421","2002-01-01","Induction of myasthenia gravis, myositis, and insulin-dependent diabetes mellitus by high-dose interleukin-2 in a patient with renal cell cancer"
"2442490125","15126876","10.1097/01.ju.0000116444.08690.e2","2-s2.0-2442490125","2004-06-01","Prognostic value of carbonic anhydrase IX and KI67 as predictors of survival for renal clear cell carcinoma"
"0029975564","8661007","10.1006/geno.1996.0223","2-s2.0-0029975564","1996-05-01","Human MN/CA9 gene, a novel member of the carbonic anhydrase family: Structure and exon to protein domain relationships"
"0034905780","11458274","","2-s2.0-0034905780","2001-08-20","Prognostic histological and immune markers of renal cell carcinoma"
"0028006091","8137858","","2-s2.0-0028006091","1994-01-01","Immunohistochemical studies on the expression of HLA class I antigens in renal cell carcinoma: Comparison of primary and metastatic tumor tissue"
"0030867401","9328129","","2-s2.0-0030867401","1997-10-03","Phenotype, cytokine production and cytolytic capacity of fresh (uncultured) tumour-infiltrating T lymphocytes in human renal cell carcinoma"
"0030904779","9139839","10.1002/(SICI)1097-0215(19970410)71:2&lt;178::AID-IJC9&gt;3.0.CO;2-Y","2-s2.0-0030904779","1997-06-27","Identification of an enriched CD4+ CD8α++ CD8β+ T-cell subset among tumor-infiltrating lymphocytes in human renal cell carcinoma"
"0032527921","9679974","","2-s2.0-0032527921","1998-07-15","Human renal cell carcinoma antigen-specific CTLs: Antigen-driven selection and long-term persistence in vivo"
"0030023895","8686575","","2-s2.0-0030023895","1996-02-29","Immunological effect of recombinant interferon-γ on tumor infiltrating lymphocytes of renal cell carcinoma. Relationship with clinical stage"
"0030000422","8732698","","2-s2.0-0030000422","1996-05-20","Natural immune reactivity-associated therapeutic response in patients with metastatic renal cell carcinoma receiving tumor-infiltrating lymphocytes and interleukin-2-based therapy"
"0030449573","9024506","10.1007/s002620050336","2-s2.0-0030449573","1996-12-01","Prognostic markers for survival in patients with metastatic renal cell carcinoma treated with interleukin-2"
"0034046892","10856102","","2-s2.0-0034046892","2000-06-01","Phase II trial of weekly intravenous gemcitabine with continuous infusion fluorouracil in patients with metastatic renal cell cancer"
"0032999409","10404636","10.1016/S1357-2725(99)00015-1","2-s2.0-0032999409","1999-06-01","EGF receptor"
"11244258222","15613446","10.1677/erc.1.00600","2-s2.0-11244258222","2004-12-01","Epidermal growth factor receptor inhibition strategies in oncology"
"3142559728","15220376","10.1136/jcp.2003.015743","2-s2.0-3142559728","2004-07-01","Are heterogenous results of EGFR immunoreactivity in renal cell carcinoma related to non-standardised criteria for staining evaluation?"
"0041629450","12860957","10.1200/JCO.2003.01.504","2-s2.0-0041629450","2003-07-15","Status of epidermal growth factor receptor antagonists in the biology and treatment of cancer"
"0033377979","10711231","10.1016/S0959-8049(99)00292-0","2-s2.0-0033377979","1999-12-01","Control of the cell cycle and apoptosis"
"0032932813","","10.1016/S0955-0674(99)80022-2","2-s2.0-0032932813","1999-01-01","Cell regulation intracellular networking"
"0030271724","8943684","10.1016/0959-8049(96)00207-9","2-s2.0-0030271724","1996-10-01","Epidermal growth factor (EGF) increases the in vitro invasion, motility and adhesion interactions of the primary renal carcinoma cell line, A704"
"16244379522","15793222","10.1634/theoncologist.10-3-191","2-s2.0-16244379522","2005-03-01","VEGF-targeted therapy in metastatic renal cell carcinoma"
"0037098860","12124351","","2-s2.0-0037098860","2002-07-15","VEGF165b, an inhibitory splice variant of vascular endothelial growth factor, is down-regulated in renal cell carcinoma"
"0036738403","12231573","10.1161/01.ATV.0000030186.66672.36","2-s2.0-0036738403","2002-09-01","Analysis of coagulation cascade and endothelial cell activation during inhibition of vascular endothelial growth factor/vascular endothelial growth factor receptor pathway in cancer patients"
"0029004025","7538264","","2-s2.0-0029004025","1995-01-01","Vascular permeability factor/vascular endothelial growth factor, microvascular hyperpermeability, and angiogenesis"
"0034101808","10834538","","2-s2.0-0034101808","2000-05-04","Expression of vascular endothelial growth factor in renal cell carcinomas"
"0033152286","10339488","","2-s2.0-0033152286","1999-06-01","Vascular endothelial cell growth factor-induced tissue factor expression in endothelial cells is mediated by EGR-1"
"0031866873","9457083","10.1006/excr.1997.3812","2-s2.0-0031866873","1998-01-10","Thrombomodulin-dependent anticoagulant activity is regulated by vascular endothelial growth factor"
"0035477438","11585776","","2-s2.0-0035477438","2001-10-01","Effects of ras and von Hippel-Lindau (VHL) gene mutations on hypoxia-inducible factor (HIF)-1α, HIF-2α, and vascular endothelial growth factor expression and their regulation by the phosphatidylinositol 3′-kinase/Akt signaling pathway"
"0035852630","11171960","10.1073/pnas.031587498","2-s2.0-0035852630","2001-02-13","Role of transforming growth factor-α in von Hippel-Lindau (VHL)-/- clear cell renal carcinoma cell proliferation: A possible mechanism coupling VHL tumor suppressor inactivation and tumorigenesis"
"0036362221","12202786","","2-s2.0-0036362221","2002-09-14","Epidermal growth factor receptor dependence in human tumors: More than just expression?"
"0038354561","12850530","10.1016/S1040-8428(03)00067-2","2-s2.0-0038354561","2003-06-27","Novel approaches with targeted therapies in bladder cancer: Therapy of bladder cancer by blockade of the epidermal growth factor receptor family"
"10744221013","14967460","10.1016/j.ijrobp.2003.09.098","2-s2.0-10744221013","2004-03-01","Preclinical and clinical evaluations of ABX-EGF, a fully human anti-epidermal growth factor receptor antibody"
"0142214621","14568907","10.1182/blood-2003-07-2323","2-s2.0-0142214621","2003-11-01","Fatal hepatic necrosis following imatinib mesylate therapy [1]"
"0036796973","12357373","10.1038/sj.leu.2402702","2-s2.0-0036796973","2002-10-01","Imatinib mesylate-induced hepato-toxicity in chronic myeloid leukemia demonstrated focal necrosis resembling acute viral hepatitis [2]"
"0037513487","12750713","10.1038/sj.leu.2402910","2-s2.0-0037513487","2003-05-01","Histological features of acute hepatitis after imatinib mesylate treatment [1]"
"7044245483","15523233","","2-s2.0-7044245483","2004-10-01","Imatinib mesylate-induced acute cytolytic hepatitis [2]"
"0017065893","937354","10.1016/0002-9343(76)90564-7","2-s2.0-0017065893","1976-01-01","Methyldopa hepatitis. A report of six cases and review of the literature"
"24344482346","16122278","10.2165/00003088-200544090-00001","2-s2.0-24344482346","2005-09-14","Clinical pharmacokinetics of imatinib"
"0142182387","12941198","","2-s2.0-0142182387","2003-10-01","Metastatic renal cell carcinoma."
"0035048096","11354535","","2-s2.0-0035048096","2001-05-17","Cytokine therapy for metastatic renal cell carcinoma"
"0029147430","7660130","","2-s2.0-0029147430","1995-01-01","Binding of the von Hippel-Lindau tumor suppressor protein to Elongin B and C"
"0034682783","10823831","10.1074/jbc.M002740200","2-s2.0-0034682783","2000-08-18","Hypoxia inducible factor-α binding and ubiquitylation by the von Hippel-Lindau tumor suppressor protein"
"0029785321","8855223","10.1073/pnas.93.20.10595","2-s2.0-0029785321","1996-10-01","Negative regulation of hypoxia-inducible genes by the von Hippel-Lindau protein"
"0037303885","","","2-s2.0-0037303885","2003-01-01","E2100: A phase III trial of paclitaxel versus paclitaxel/bevacizumab for metastatic breast cancer"
"0035116613","11816845","","2-s2.0-0035116613","2001-03-14","Receptor tyrosine kinase inhibitors"
