Rank,NCT Number,Title,Recruitment,Study Results,Conditions,Interventions,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Types,Study Designs,Other IDs,First Received,Start Date,Completion Date,Last Updated,Last Verified,Results First Received,Acronym,Primary Completion Date,Outcome Measures,URL
244,NCT00525876,Non-Myeloablative Allogeneic Stem Cell Transplantation,Completed,Has Results,Lymphoma,Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Rituximab|Drug: Alemtuzumab|Procedure: Allogeneic Stem Cell Infusion,M.D. Anderson Cancer Center,All,"up to 70 Years Â  (Child, Adult, Senior)",,49,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,2004-0309,4-Sep-07,1/1/05,9/1/10,2-Nov-11,Nov-11,2-Nov-11,null,Sep-10,Overall Survival at 100 Days Post Transplant (Number of Surviving Participants),https://ClinicalTrials.gov/show/NCT00525876
104,NCT00775632,Alemtuzumab and Cyclosporine for the Prevention of Graft vs Host Disease After Stem Cell Transplants,Completed,No Results Available,Graft Versus Host Disease|Bone Marrow Transplantation,Drug: Alemtuzumab|Drug: mycophenolate or cyclosporine and methotrexate,"University Health Network, Toronto|Bayer",All,"16 Years to 70 Years Â  (Child, Adult, Senior)",Phase 2,78,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,UHN REB 07-0436C,16-Oct-08,10/1/08,9/1/10,21-Jun-16,Jun-16,No Study Results Posted,null,Sep-10,Chronic extensive GVHD at 1-year (yes vs. no),https://ClinicalTrials.gov/show/NCT00775632
161,NCT00579111,Reduced Intensity Preparative Regimen Followed by Stem Cell Transplant (FAB),Terminated,Has Results,Myelodysplastic and Myeloproliferative Disorders|Acute Myelogenous Leukemia|Acute Lymphoblastic Leukemia|Chronic Myelogenous Leukemia|Multiple Myeloma|Plasma Cell Dyscrasia|Lymphoproliferative Disorders|Hematologic Diseases,Drug: Campath|Drug: Busulfan|Drug: Fludarabine|Procedure: Hematopoietic stem cell infusion|Drug: FK-506,"Baylor College of Medicine|Center for Cell and Gene Therapy, Baylor College of Medicine|The Methodist Hospital System",All,"up to 70 Years Â  (Child, Adult, Senior)",Phase 1|Phase 2,4,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,19386|FAB,19-Dec-07,6/1/07,10/1/10,29-Mar-16,Mar-16,3-Jul-12,null,Feb-09,Number of Patients With Successful Donor Engraftment|Number of Patients With Treatment Related Grade III or IV Non-hematological Toxicity,https://ClinicalTrials.gov/show/NCT00579111
97,NCT00637390,A Phase I Study of Alemtuzumab in Patients With Relapsed Ovarian/Primary Peritoneal Cancer.,Terminated,No Results Available,Ovarian Cancer|Fallopian Tube Cancer|Peritoneal Cancer,Drug: Alemtuzumab,University of Michigan Cancer Center,Female,"18 Years and older Â  (Adult, Senior)",Phase 1,3,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,UMCC 2007.120,10-Mar-08,3/1/08,10/1/10,1-Dec-16,Dec-16,No Study Results Posted,null,Oct-10,"safety & maximally tolerated dose|Effectiveness of Alemtuzumab to eliminate VLCs.|Assess molecular markers associated with reduction in VLCs.|Anti-tumor activity measured by decline or stabilization of CA125(a protein that is a tumor marker)or radiological(ie. CT, MRI, X-Ray)improvement or improvement in progression free survival.|Alemtuzumab effect on patients' response rates to chemotherapy given after the discontinuation of chemotherapy.",https://ClinicalTrials.gov/show/NCT00637390
112,NCT00536978,Natural Killer (NK) Cell Adback After Allogeneic Stem Cell Transplant With Campath-IH Plus Chemorx for Patients With Lymphoid Malignancies,Completed,Has Results,Lymphoma|Leukemia,Drug: ARA-C|Drug: BCNU|Drug: Campath-1H|Drug: Cyclophosphamide|Drug: Etoposide|Drug: Fludarabine|Drug: Melphalan|Drug: Rituximab|Other: Allogeneic Stem Cell Transplantation|Radiation: Total body radiation (TBI)|Drug: Methotrexate|Drug: Tacrolimus|Procedure: Adback NK or T Cell,M.D. Anderson Cancer Center,All,"up to 70 Years Â  (Child, Adult, Senior)",Phase 2,22,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,2006-0230,27-Sep-07,9/1/07,11/1/10,23-Apr-12,Apr-12,23-Apr-12,null,Nov-10,6-month Treatment Related Mortality (TRM)|One-year Disease-free Survival (DFS),https://ClinicalTrials.gov/show/NCT00536978
287,NCT00315614,Islet Cell Transplantation Alone and CD34+ Donor Bone Marrow Cell Infusion in Type 1 Diabetes Mellitus,Terminated,Has Results,Type 1 Diabetes Mellitus,Biological: Islet Transplantation and Bone Marrow,University of Miami|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|Diabetes Research Institute Foundation,All,18 Years to 65 Years Â  (Adult),Phase 2,3,Other|NIH,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,2000/0024|R01DK056953,14-Apr-06,12/1/00,12/1/10,29-Mar-17,Mar-17,20-Dec-13,null,Dec-10,The Achievement of Persistent Islet Function Following Cessation of Immunosuppression.|A Reduction or Absence of Rejection Episodes|Number of Subjects With Basal C-peptide Greater Than 0.5 ng/ml|Number of Subjects With Reduction of Severe Hypoglycemia and Improvement in Hypoglycemia Awareness,https://ClinicalTrials.gov/show/NCT00315614
56,NCT00771602,Alemtuzumab + Rituximab Consolidation in CLL,Terminated,Has Results,Chronic Lymphocytic Leukemia|Leukemia,Drug: Rituximab|Drug: Alemtuzumab,"M.D. Anderson Cancer Center|Genzyme, a Sanofi Company",All,"18 Years and older Â  (Adult, Senior)",Phase 2,1,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,2006-0767,10-Oct-08,8/1/08,12/1/10,27-May-15,May-15,4-Apr-11,null,Dec-10,Number of Patients With Molecular Remissions at 52 Weeks|Progression-free Survival|52 Week Toxicity Rate,https://ClinicalTrials.gov/show/NCT00771602
183,NCT00871546,SCH 727965 in Patients With Mantle Cell Lymphoma or B-Cell Chronic Lymphocytic Leukemia (Study P04715),Terminated,No Results Available,"Lymphoma, Mantle-Cell|Leukemia, Lymphocytic, Chronic, B-Cell",Drug: SCH 727965|Drug: Bortezomib|Biological: Alemtuzumab,Merck Sharp & Dohme Corp.,All,"18 Years and older Â  (Adult, Senior)",Phase 2,8,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,P04715,26-Mar-09,3/1/09,12/1/10,6-Aug-15,Aug-15,No Study Results Posted,null,Dec-10,Response rate of initial treatment with SCH 727965 in subjects with MCL or B-CLL.|Response rate in subjects treated with SCH 727965 after disease progression on comparator drug.|Time to disease progression for initial treatment with SCH 727965.|Time to disease progression and response rate for treatment with the comparator drug.|Response rate for treatment with the comparator drug.|Time to disease progression in participants treated with SCH 727965 after disease progression on comparator drug.,https://ClinicalTrials.gov/show/NCT00871546
141,NCT01082939,"Cyclophosphamide, Fludarabine, Alemtuzumab, and Rituximab (CFAR) for Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL)",Completed,Has Results,Chronic Lymphocytic Leukemia,Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Alemtuzumab|Drug: Rituximab,M.D. Anderson Cancer Center|Bayer,All,"Child, Adult, Senior",Phase 2,80,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,DM02-593,5-Mar-10,12/1/02,1/1/11,17-Feb-12,Feb-12,26-Jul-11,null,Jan-11,Number of Participants With an Overall Response,https://ClinicalTrials.gov/show/NCT01082939
200,NCT00407160,A Trial of Tolerogenic Immunosuppression in Highly Sensitized Renal Transplant Recipients,Completed,No Results Available,Kidney Diseases,,"The University of Texas Medical Branch, Galveston",All,"18 Years to 75 Years Â  (Adult, Senior)",,60,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,04-245,21-Nov-06,8/1/04,1/1/11,6-Sep-11,Sep-11,No Study Results Posted,null,Jan-11,,https://ClinicalTrials.gov/show/NCT00407160
19,NCT01806337,CHO(E)P-14 Followed by Alemtuzumab Consolidation in Peripheral T Cell Lymphoma,Completed,No Results Available,Peripheral T-Cell Lymphoma,Drug: Alemtuzumab,University of GÃ¶ttingen,All,"18 Years to 70 Years Â  (Adult, Senior)",Phase 2,41,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,DSHNHL-2003-1|German High Grade Lymphoma SG,25-Feb-13,7/1/03,2/1/11,6-Mar-13,Mar-13,No Study Results Posted,null,Jul-06,Feasibility of alemtuzumab consolidation after CHO(E)P 14 induction chemotherapy|rate of complete remissions|Overall survival,https://ClinicalTrials.gov/show/NCT01806337
64,NCT00098670,"Fludarabine, Rituximab, and Alemtuzumab in Treating Patients With Chronic Lymphocytic Leukemia",Completed,Has Results,B-cell Chronic Lymphocytic Leukemia|Stage I Chronic Lymphocytic Leukemia|Stage II Chronic Lymphocytic Leukemia|Stage III Chronic Lymphocytic Leukemia|Stage IV Chronic Lymphocytic Leukemia,Biological: alemtuzumab|Biological: rituximab|Drug: fludarabine phosphate,National Cancer Institute (NCI),All,"18 Years and older Â  (Adult, Senior)",Phase 2,102,NIH,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,NCI-2012-02812|CDR0000398139|CALGB-10101|P30CA014236|U10CA031946,7-Dec-04,10/1/04,2/1/11,6-May-14,Dec-12,5-Nov-12,null,Feb-11,Number of Participants With a Complete Response After Treatment With Fludarabine & Rituximab Followed by Alemtuzumab|Number of Participants With a Complete or Partial Response After Induction Therapy With Fludarabine & Rituximab|2 Year Progression Free Survival|2 Year Survival|Number of Participants With Severe Non-Hematologic Adverse Events During Treatment With Alemtuzumab,https://ClinicalTrials.gov/show/NCT00098670
87,NCT00105235,Immune System Suppression With Alemtuzumab and Tacrolimus in Liver Transplantation Patients,Completed,Has Results,Liver Disease|Liver Transplantation,Drug: Alemtuzumab|Drug: Cyclosporine|Drug: Mycophenolate mofetil|Drug: Tacrolimus|Procedure: Liver transplant|Procedure: Immunosuppression withdrawal,National Institute of Allergy and Infectious Diseases (NIAID)|Immune Tolerance Network (ITN),All,"18 Years and older Â  (Adult, Senior)",Phase 2,27,NIH|Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,DAIT ITN024ST,10-Mar-05,6/1/05,3/1/11,23-Nov-12,Nov-12,2-Mar-12,TILT,Mar-07,Proportion of Participants Who Have Graft Loss or Death|Proportion of Participants Who Had Graft Loss or Death|Number of Events: Immunosuppression-related Complications|Proportion of Participants Successfully Withdrawn From Immunosuppressants|Proportion of Participants Successfully Withdrawn and Remain Off Immunosuppressants,https://ClinicalTrials.gov/show/NCT00105235
55,NCT00246129,Comparison of Alemtuzumab/Tacrolimus Versus Interleukin-2 Receptor (IL-2R) Monoclonal Antibody (MoAb)/Tacrolimus/Mycophenolate in Kidney Transplantation,Unknown status,No Results Available,Kidney Transplantation|Kidney Diseases|Kidney Failure,Drug: Alemtuzumab|Drug: Daclizumab,Hammersmith Hospitals NHS Trust,All,"18 Years to 75 Years Â  (Adult, Senior)",Phase 4,120,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention,SMHREN0501|EUdraCT 2005âˆ’002856âˆ’17,28-Oct-05,10/1/05,4/1/11,9-May-08,May-08,No Study Results Posted,null,Apr-09,"One year survival with a functioning graft|Occurrence, severity, and type of rejection episodes|Occurrence, severity, and type of infection episodes|Initial length of stay in hospital and subsequent admissions|Cost over the first year of the two therapies|Presence in the blood of cells which might trigger rejection in, or promote tolerance to the graft|Early development of scarring in the grafts|Graft function|Patient survival and graft survival censored for death with function",https://ClinicalTrials.gov/show/NCT00246129
90,NCT00530348,"Comparison of Alemtuzumab and RebifÂ® Efficacy in Multiple Sclerosis, Study One",Completed,Has Results,"Multiple Sclerosis, Relapsing-Remitting",Biological: Alemtuzumab|Biological: Interferon beta-1a,"Genzyme, a Sanofi Company|Bayer|Sanofi",All,18 Years to 50 Years Â  (Adult),Phase 3,581,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment,CAMMS323|ISRCTN21534255|ACTRN12608000435381|CARE-MS I|2007-001161-14,13-Sep-07,8/1/07,4/1/11,17-Nov-14,Nov-14,17-Nov-14,CARE-MS I,Apr-11,Percentage of Participants With Sustained Accumulation of Disability (SAD)|Annualized Relapse Rate|Percentage of Participants Who Were Relapse Free at Year 2|Change From Baseline in Expanded Disability Status Scale (EDSS) Score at Year 2|Change From Baseline in Multiple Sclerosis Functional Composite (MSFC) Score at Year 2|Percent Change From Baseline in Magnetic Resonance Imaging Time Constant 2 (MRI-T2) Hyperintense Lesion Volume at Year 2,https://ClinicalTrials.gov/show/NCT00530348
83,NCT00698685,Pentostatin and Alemtuzumab as a Preparative Regimen for Allogeneic Peripheral Blood Stem Cell Transplantation,Terminated,Has Results,"Leukemia|Lymphoma|Hodgkin's Disease|Hematologic Neoplasms|Multiple Myeloma|Carcinoma, Renal Cell",Drug: Pentostatin|Biological: Alemtuzumab|Procedure: Allogeneic hematopoietic stem cell transplantation,University of Arizona|National Cancer Institute (NCI),All,"18 Years to 75 Years Â  (Adult, Senior)",Phase 2,14,Other|NIH,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,05-0624-04|R21CA106177|05110|UARIZ-05-0624-01|UARIZ-SRC17920,14-Jun-08,1/23/06,4/26/11,23-Mar-17,Mar-17,28-Dec-10,null,13-Apr-09,Actuarial Probability of Donor Hematopoietic Engraftment (Defined as at Least 50% Donor DNA in Bone Marrow at Day 100).|Non-relapse Mortality at or Before Day 100,https://ClinicalTrials.gov/show/NCT00698685
290,NCT00342134,Immunological Mechanisms of Hematopoietic Stem Cell Transplantation in Multiple Sclerosis,Completed,No Results Available,Multiple Sclerosis,Procedure: Stem Cell Transplanataion,National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC),All,"18 Years to 70 Years Â  (Adult, Senior)",Phase 2,34,NIH,Interventional,Primary Purpose: Treatment,999902196|02-N-N196,19-Jun-06,5/1/02,5/4/11,24-Jan-17,4-May-11,No Study Results Posted,null,4-May-11,,https://ClinicalTrials.gov/show/NCT00342134
18,NCT00316810,Simultaneous Pancreas-kidney Transplantation With Campath Protocol,Completed,No Results Available,Pancreas-Kidney Transplantation,Drug: Alemtuzumab|Drug: Rabbit Anti-Human Thymocyte Globulin,Dr. Claudia BÃ¶smÃ_ller|Astellas Pharma GmbH|Medical University Innsbruck,All,18 Years to 55 Years Â  (Adult),Phase 3,30,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,SIMPATICO|EudraCT Number: 2006-000845-21,19-Apr-06,4/1/06,6/1/11,18-Jun-12,Jun-12,No Study Results Posted,null,Feb-11,"Biopsy-proven (Kidney) rejection episodes|Kidney/Pancreas function|Patient and graft survival|Lipid profile ( Total Cholesterol, HDL, LDL, Triglycerides, Treatment with statins)|Infections|Side effects|Blood Pressure|Treatment failure for any reason, such as permanent discontinuation of a drug, change from immunosuppressive protocol, graft loss or death|Percentage of steroid free patients",https://ClinicalTrials.gov/show/NCT00316810
213,NCT00462332,Fludarabine and Alemtuzumab or Cyclophosphamide Followed by Peripheral Blood Stem Cell Transplant or Alemtuzumab in Treating Patients With Advanced or Progressive Chronic Lymphocytic Leukemia,Completed,Has Results,Leukemia,Drug: Fludarabine|Drug: Campath|Procedure: Transplant|Drug: Campath|Drug: Fludarabine|Drug: Campath|Drug: Campath,Gruppo Italiano Malattie EMatologiche dell'Adulto,All,"up to 60 Years Â  (Child, Adult)",Phase 2,86,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,LLC0405|2005-002476-15,18-Apr-07,5/1/07,6/1/11,20-Aug-13,Aug-13,20-Aug-12,LLC0405,Jun-11,Number of Patients With Complete Response|Toxicity|Length of Survival|Event-free Survival|Disease-free Survival,https://ClinicalTrials.gov/show/NCT00462332
307,NCT00767650,Neuropsychological Effects of Immunosuppressive Treatment in Subjects With Aplastic Anemia,Completed,No Results Available,Aplastic Anemia,,"National Heart, Lung, and Blood Institute (NHLBI)|National Institutes of Health Clinical Center (CC)",All,"15 Years and older Â  (Child, Adult, Senior)",,7,NIH,Observational,Time Perspective: Prospective,080222|08-H-0222,6-Oct-08,9/23/08,6/28/11,24-Jan-17,28-Jun-11,No Study Results Posted,null,null,,https://ClinicalTrials.gov/show/NCT00767650
